Me identifico,Tengo,Dónde estás trabajando,Años de experiencia,Años en la empresa actual,Años en el puesto actual,¿Gente a cargo?,Nivel de estudios alcanzado,Estado,Carrera,Universidad,Realizaste cursos de especialización,¿Contribuís a proyectos open source?,¿Programás como hobbie?,Trabajo de,Plataformas,Lenguajes de programación,"Frameworks, herramientas y librerías",Bases de datos,QA / Testing,IDEs,¿Qué SO usás en tu laptop/PC para trabajar?,¿Y en tu celular?,¿Tenés guardias?,Cuánto cobrás por guardia,"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual BRUTO (en tu moneda local),Salario mensual NETO (en tu moneda local),¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto al último semestre,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en lo que va de 2019?,¿De qué % fue el ajuste?,¿En qué mes fue el último ajuste?,¿Sufriste o presenciaste situaciones de violencia laboral?,Orientación sexual,¿Tenés algún tipo de discapacidad?,¿Sentís que esto te dificultó el conseguir trabajo?,¿A qué eventos de tecnología asististe en el último año?,Cantidad de empleados,Actividad principal,¿La recomendás como un buen lugar para trabajar?,¿Cómo calificás las políticas de diversidad e inclusión?,¿A cuántos kilómetros de tu casa queda la oficina?,Beneficios extra,"¿Cuáles considerás que son las mejores empresas de IT para trabajar en este momento, en tu ciudad?"
Hombre,35,Ciudad Autónoma de Buenos Aires,15,0,0,0,Universitario,En curso,Licenciatura en Sistemas de Información,UCAECE - Centro de Altos Estudios en Ciencias Exactas,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Architect,"Azure, Docker, IBM Cloud / Watson, Kubernetes, Linux, OpenShift, Serverless, VMWare, Windows Server",".NET, C#, Java, Ruby",".NET Core, Node.js, React.js, Spring","ElasticSearch, IBM Db2, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MongoDB, MySQL, Oracle, PostgreSQL, Redis, Teradata","Cucumber, JUnit, NUnit, Selenium","Android Studio, Atom, Eclipse, NetBeans, Notepad++, Vim, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,105000,76000,2,3,Un sueldo,Mix de las anteriores,Más de dos,30,6,En un trabajo anterior,Heterosexual,,,OpenShift Common,2001-5000,Otras industrias,8,8,2,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)","RedHat, Google, Amazon, "
Hombre,26,Ciudad Autónoma de Buenos Aires,5,1.5,1.5,0,Universitario,En curso,Ingeniería en Informática,UBA - Universidad de Buenos Aires,No,No,Sí,Developer,Firebase,"Java, Kotlin",,,"Appium, JUnit",Android Studio,Mac OS X,Android,No,0,Porcentaje de mi sueldo,Full-Time,105000,77000,3,3,De uno a tres sueldos,Mix de las anteriores,Más de dos,30,6,Jamás,Heterosexual,,,,51-100,Producto basado en Software,10,6,1,"Gimnasios gratuitos / subvencionados, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)",
Hombre,31,Ciudad Autónoma de Buenos Aires,8,7,7,0,Secundario,Incompleto,ninguna,ninguna,No,Sí,Sí,Developer,"Amazon Web Services, Docker, Firebase, Google Cloud Platform/App Engine, Heroku, Kubernetes, Linux, Serverless","ActionScript, CSS, HTML, Javascript, PHP, Ruby, SQL","Angular, Bootstrap, CodeIgniter, Drupal, jQuery, Node.js, Rails, React.js, Vue.js, WordPress","MariaDB, MongoDB, MySQL, PostgreSQL, Redis, SQLite","Jest, JUnit, Karma, Mocha, PHPUnit, Postman, Puppeteer","Atom, Sublime Text, Visual Studio Code",Mac OS X,Android,No,0,Neto,Full-Time,105000,80000,4,4,No,No recibo bono,Dos,18,6,Jamás,Heterosexual,,No,,101-200,Servicios / Consultoría de Software / Digital,8,6,8,"Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)",
Hombre,33,Ciudad Autónoma de Buenos Aires,17,0,0,0,Terciario,Completado,,Técnico electromecánico ,"Sí, los pagó un empleador",No,Sí,DBA,"Amazon Web Services, Docker, IBM Cloud / Watson, VMWare, Windows Server, Citrix",".NET, C++, C#, CSS, HTML, VBA, Powershell, bash y batch ",".NET Core, Hadoop, jQuery","MSSQL, MySQL",,"Android Studio, Nano, NetBeans, Notepad++, Vi, Vim, Visual Studio",Windows,Android,"Sí, pasiva",9000,Bruto,Full-Time,105000,80000,4,4,3+ sueldos,Mix de las anteriores,No,0,0,En un trabajo anterior,Heterosexual,Visual,No,#adminfest ,51-100,Producto basado en Software,10,10,24,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)",N/A este es un momento muy obscuro... Hay que irse 
Hombre,37,Ciudad Autónoma de Buenos Aires,15,2,1,0,Posgrado,Completado,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Agile coach,,,,,,,Windows,Android,No,0,Bruto,Full-Time,105000,80000,3,2,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,1001-2000,Otras industrias,9,10,30,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Guardería, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior",
Hombre,40,Ciudad Autónoma de Buenos Aires,15,14,10,4,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, los pagó un empleador",No,Sí,Project Manager,,PLSQL,,Oracle,,,Windows,Android,"Sí, pasiva",650,Neto,Full-Time,105000,80000,3,2,No,No recibo bono,Uno,28,5,En un trabajo anterior,Homosexual,,,,11-50,Servicios / Consultoría de Software / Digital,7,5,9,Horarios flexibles,ORACLE
Hombre,32,Ciudad Autónoma de Buenos Aires,6,0,0,0,Terciario,Completado,Analista de Sistemas,,"Sí, de forma particular",No,Sí,Developer,Amazon Web Services,"CSS, HTML, Javascript","Node.js, React.js",,Jest,Visual Studio Code,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,105000,83000,3,4,Menos de un sueldo,Performance de la compañía,Dos,20,6,Jamás,Heterosexual,,,NodeConf 2018,101-200,Producto basado en Software,9,9,3,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)",
Hombre,54,Ciudad Autónoma de Buenos Aires,25,18,7,3,Universitario,Completado,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Technical Leader,"Linux, Solaris, VMWare","C++, Java",Bootstrap,,,"Eclipse, Visual Studio",Windows,Android,"Sí, pasiva",0,Neto,Full-Time,105000,85000,2,2,No,Performance de la compañía,Uno,15,1,Jamás,Heterosexual,,,,11-50,Servicios / Consultoría de Software / Digital,4,7,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, WFH (Trabajar desde casa)",
Hombre,42,Ciudad Autónoma de Buenos Aires,19,0,7,6,Universitario,Incompleto,Ingeniería en Informática,UADE - Universidad Argentina De la Empresa,"Sí, de forma particular",No,No,Manager / Director,"Amazon Web Services, Docker, Linux, Windows Server","Java, Javascript, SQL",jQuery,"MSSQL, Oracle",NUnit,Eclipse,Windows,Android,"Sí, pasiva",0,Bruto,Full-Time,105000,89000,4,3,Un sueldo,Performance individual,No,0,0,En un trabajo anterior,Heterosexual,,No,,11-50,Producto basado en Software,9,10,18,"Capacitaciones y/o cursos, WFH (Trabajar desde casa)",AMCO A. Martinez y CIA S.A.
Hombre,28,Ciudad Autónoma de Buenos Aires,8,0,5,0,Terciario,Completado,Analista de Sistemas,Instituto Tecnologico Beltran,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Developer,"Amazon Web Services, Docker, Firebase, Heroku, Serverless",Javascript,Node.js,"MongoDB, Redis","Mocha, Postman",Visual Studio Code,Mac OS X,iOS,"Sí, pasiva",0,Porcentaje de mi sueldo,Remoto (empresa de otro país),105000,105000,4,4,No,No recibo bono,No,0,0,En un trabajo anterior,Heterosexual,,,Meetup.js,11-50,Producto basado en Software,10,8,-1,"Capacitaciones y/o cursos, Horarios flexibles, Snacks, golosinas, bebidas, Sueldo dolarizado, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",
Hombre,30,GBA,10,8,5,0,Universitario,Completado,Ingeniería en Informática,UADE - Universidad Argentina De la Empresa,No,No,No,Manager / Director,"Amazon Web Services, Linux","HTML, Javascript, PHP, SQL","Bootstrap, CodeIgniter, jQuery",PostgreSQL,,Notepad++,Mac OS X,iOS,No,0,Porcentaje de mi sueldo,Full-Time,105000,105000,4,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,1-10,Servicios / Consultoría de Software / Digital,10,10,5,Ninguna de las anteriores,
Hombre,35,Ciudad Autónoma de Buenos Aires,12,7,3,4,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, los pagó un empleador",No,Sí,Developer,Linux,"Java, Scala","Akka, Spark","Cassandra, MariaDB, MongoDB, MySQL",JUnit,"IntelliJ, Sublime Text",Linux,Android,"Sí, pasiva",0,Bruto,Full-Time,106000,65000,2,2,De uno a tres sueldos,Mix de las anteriores,Uno,13,6,Jamás,Heterosexual,,,,1001-2000,Otras industrias,7,8,2,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Playroom, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",
Hombre,25,Córdoba,3,0,2,0,Universitario,En curso,Licenciatura en Ciencias dela Computación,UNC - Universidad Nacional de Córdoba,"Sí, de forma particular",No,Sí,Data Scientist / Data Engineer,"Amazon Web Services, Docker, Linux","Python, SQL",Flask,,,"IPython / Jupyter, Vim, Visual Studio Code",Mac OS X,No tengo celular / no es Smartphone,No,0,Porcentaje de mi sueldo,Full-Time,106000,75000,3,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,11-50,Producto basado en Software,8,8,3,"Gimnasios gratuitos / subvencionados, Horarios flexibles, Snacks, golosinas, bebidas, Sueldo dolarizado, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",
Hombre,39,GBA,10,19,8,0,Secundario,Completado,Tecnicatura Electrónica,UBA - Universidad de Buenos Aires,"Sí, de forma particular, Sí, los pagó un empleador",Sí,Sí,SysAdmin / DevOps / SRE,"*BSD, Linux, Solaris, VMWare","Perl, PHP, Python, SQL","Bootstrap, Flask","MariaDB, MSSQL, MongoDB, MySQL, Oracle, PostgreSQL, SQLite",SoapUI,"Eclipse, IntelliJ, IPython / Jupyter, Sublime Text, Vim",Windows,Android,"Sí, pasiva",11000,Porcentaje de mi sueldo,Full-Time,106000,76000,3,3,No,No recibo bono,Dos,13,6,Jamás,Heterosexual,,No,redhat summit / vmware vmworld,10001+,Otras industrias,6,5,6,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Viajes al exterior, WFH (Trabajar desde casa)",
Hombre,31,Ciudad Autónoma de Buenos Aires,13,2.5,2.5,15,Universitario,Incompleto,,,"Sí, de forma particular",No,Sí,Architect,"Azure, Windows Server",".NET, C#, Javascript, TypeScript","Angular, SAP","HANA, MSSQL","HP LoadRunner, NUnit, Postman",Visual Studio,Windows,Android,No,0,Neto,Full-Time,106000,79000,2,2,Un sueldo,Mix de las anteriores,Más de dos,100,6,En un trabajo anterior,,,,,5001-10000,Servicios / Consultoría de Software / Digital,8,8,0,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Sueldo dolarizado, Viajes al exterior, WFH (Trabajar desde casa)",
Hombre,29,Ciudad Autónoma de Buenos Aires,7,0,0,0,Universitario,Incompleto,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,"Sí, los pagó un empleador",No,Sí,Developer,"Azure, Docker, IBM Cloud / Watson, Linux",Python,"Django, TensorFlow","PostgreSQL, Redis",,Visual Studio Code,Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,106000,85000,3,4,Un sueldo,Performance individual,No,0,0,Jamás,Heterosexual,,No,,1-10,Producto basado en Software,10,10,2,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",
Mujer,40,Río Negro,20,15,15,10,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular, Sí, los pagó un empleador",Sí,No,Manager / Director,"Docker, Google Cloud Platform/App Engine, Linux","HTML, Javascript, Python","Bootstrap, jQuery",PostgreSQL,,"IPython / Jupyter, Vi",Linux,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,106000,88000,3,3,Un sueldo,Performance individual,Más de dos,40,6,Jamás,Heterosexual,,,,11-50,Producto basado en Software,8,8,-1,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos",
Hombre,33,Ciudad Autónoma de Buenos Aires,9,7,3,0,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,No,Sí,QA / Tester,Docker,Java,,MySQL,"JUnit, Postman, Selenium","IntelliJ, Vi",Linux,Android,No,0,Bruto,Full-Time,106200,75500,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,21,4,Jamás,Heterosexual,,,nerdearla,2001-5000,Producto basado en Software,9,10,15,"Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",
Hombre,36,Ciudad Autónoma de Buenos Aires,13,2,7,0,Universitario,Completado,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,"Sí, de forma particular",No,Sí,Developer,Linux,"Java, TypeScript","Angular, Hibernate, Spring","Cassandra, MariaDB",JUnit,"IntelliJ, Vim",Mac OS X,iOS,No,0,Porcentaje de mi sueldo,Full-Time,106500,77000,3,3,De uno a tres sueldos,Performance de la compañía,Uno,21,3,Jamás,Heterosexual,,,,2001-5000,Producto basado en Software,10,9,25,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Playroom, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","Despegar, Mercado Libre, Medallia, Mulesoft"
Mujer,29,Ciudad Autónoma de Buenos Aires,5,0,3,0,Universitario,Completado,Ingeniería en Sistemas de Información,UDO - Universidad de Oriente (Venezuela),No,No,No,QA / Tester,,"Python, SQL",,"Microsoft Azure (Tables, CosmosDB, SQL, etc)","Postman, Selenium",PyCharm,Windows,Android,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),106700,75400,3,3,No,No recibo bono,Más de dos,10,6,En un trabajo anterior,Heterosexual,,,,11-50,Servicios / Consultoría de Software / Digital,10,10,7,"Clases de idiomas, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)",
Hombre,54,Ciudad Autónoma de Buenos Aires,30,30,20,0,Universitario,Incompleto,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,SysAdmin / DevOps / SRE,"Linux, VMWare","Bash/Shell, Perl, R",,"IBM Db2, MariaDB, MongoDB, Oracle, Percona Server, PostgreSQL",,"Vi, Vim",Linux,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,107000,72000,2,2,Menos de un sueldo,Performance de la compañía,Uno,23,4,Jamás,Heterosexual,,,,2001-5000,Otras industrias,8,8,5,Ninguna de las anteriores,
Hombre,36,Ciudad Autónoma de Buenos Aires,12,0,8,0,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,No,No,SysAdmin / DevOps / SRE,"Azure, Linux, VMWare, Windows Server",Bash/Shell,,MSSQL,"Postman, SoapUI","Visual Studio, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,107000,73000,3,3,De uno a tres sueldos,Mix de las anteriores,No,0,0,En un trabajo anterior,Heterosexual,,,,11-50,Producto basado en Software,9,7,9,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas",
Hombre,26,Ciudad Autónoma de Buenos Aires,8,5,1,0,Universitario,Completado,Ingeniería en Sistemas de Información,UCAECE - Centro de Altos Estudios en Ciencias Exactas,No,No,No,Developer,Amazon Web Services,"Groovy, Java","Node.js, Spring",,JUnit,IntelliJ,Mac OS X,iOS,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,107000,77000,3,3,De uno a tres sueldos,Performance de la compañía,Dos,45,6,En un trabajo anterior,Heterosexual,,No,,2001-5000,Producto basado en Software,8,9,30,"Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Estacionamiento gratuito / subvencionado, Guardería, Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",
Hombre,31,Ciudad Autónoma de Buenos Aires,6,2,2,0,Universitario,Completado,Licenciatura en Sistemas de Información,UADER - Universidad Autónoma de Entre Ríos,No,No,Sí,Developer,Amazon Web Services,Javascript,"Node.js, React.js",,"Jest, Mocha",Visual Studio Code,Mac OS X,iOS,"Sí, activa",0,Porcentaje de mi sueldo,Full-Time,107000,80000,2,2,Un sueldo,Performance individual,Dos,65,6,Jamás,Heterosexual,,,,2001-5000,Producto basado en Software,7,8,5,"Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Viáticos",
Hombre,43,Ciudad Autónoma de Buenos Aires,18,10,14,0,Universitario,Incompleto,Licenciatura en Ciencias dela Computación,UK - Universidad Kennedy,"Sí, los pagó un empleador",No,Sí,DBA,"AIX, HP-UX, Linux, Solaris",SQL,,Oracle,,,Windows,Android,"Sí, pasiva",12000,Bruto,Full-Time,107000,83000,3,3,Un sueldo,Mix de las anteriores,Dos,25,5,Jamás,Heterosexual,,,,1001-2000,Otras industrias,8,7,18,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, Licencia de paternidad/maternidad extendida",
Hombre,33,Ciudad Autónoma de Buenos Aires,15,0,7,15,Universitario,Incompleto,Ciencias de la computacion,UBA - Universidad de Buenos Aires,"Sí, los pagó un empleador",No,No,Project Manager,Amazon Web Services,,,,,,Windows,iOS,No,0,Porcentaje de mi sueldo,Full-Time,107155,77000,3,3,No,No recibo bono,Uno,9,6,En un trabajo anterior,Heterosexual,,,,201-500,Producto basado en Software,8,8,1,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, WFH (Trabajar desde casa)",
Mujer,28,Ciudad Autónoma de Buenos Aires,8,0,0,0,Universitario,Completado,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,No,No,Sí,Project Manager,"Docker, Firebase, Google Cloud Platform/App Engine, Linux","Bash/Shell, CSS, HTML, Javascript, Ruby, SQL","Bootstrap, jQuery, Node.js, React.js, Sinatra","MySQL, Redis, Firestore",Jest,Sublime Text,Mac OS X,iOS,No,0,Porcentaje de mi sueldo,Full-Time,107950,81000,4,3,Un sueldo,Mix de las anteriores,Dos,30,6,En un trabajo anterior,Heterosexual,,,"Menos mitos y más datos - Chicas en Tech
Meetup de ruby",201-500,Producto basado en Software,8,8,2,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Stock options / RSUs, WFH (Trabajar desde casa)",
Hombre,30,Córdoba,2,2,1,0,Universitario,En curso,Licenciatura en Ciencias dela Computación,UNC - Universidad Nacional de Córdoba,No,No,Sí,Developer,"Docker, Linux","Javascript, Python","Bootstrap, Django, jQuery",PostgreSQL,,Sublime Text,Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,107991,72172,4,4,No,No recibo bono,Dos,5,6,Jamás,Heterosexual,,,,10001+,Otras industrias,9,10,5,"Estacionamiento gratuito / subvencionado, Horarios flexibles",
Hombre,33,Santa Fe,13,13,8,4,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,Sí,Technical Leader,Windows Server,".NET, C#, CSS, HTML, Javascript, SQL","Bootstrap, jQuery",MSSQL,"Ms test, sikuli","Notepad++, Visual Studio",Windows,iOS,No,0,Bruto,Full-Time,108000,79000,4,2,No,No recibo bono,Dos,20,6,Jamás,Heterosexual,,No,Meetup ,11-50,Producto basado en Software,9,9,2,"Snacks, golosinas, bebidas",Endava
Hombre,38,Ciudad Autónoma de Buenos Aires,15,8,2,109,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Manager / Director,,,,,,,Mac OS X,iOS,No,0,Porcentaje de mi sueldo,Full-Time,108000,80000,2,2,No,No recibo bono,Uno,20,3,En mi trabajo actual,Heterosexual,,,,201-500,Servicios / Consultoría de Software / Digital,5,2,12,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",no lo se
